"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0001819","positive regulation of cytokine production",387,0.618240812323866,1.92181308697968,1e-10,2.51782608695652e-08,1.98215102974828e-08,3037,"tags=38%, list=16%, signal=33%","5054/3552/2152/718/3606/972/2069/3553/1535/84433/3428/7040/834/6288/6376/2625/5588/22925/8710/5743/11213/90865/1437/4939/55959/301/541468/22861/8808/3135/9173/59341/5345/5452/113277/117854/147372/6711/5724/54209/3569/114548/29108/10631/9235/7099/53833/247/7124/284340/115004/79792/23180/84632/7057/22914/100528032/7096/958/120892/23643/8877/29126/942/338322/3566/63940/9590/861/340061/101/6850/7805/3952/26191/7097/3620/4088/23213/8482/3965/79679/9466/3115/10333/85480/55612/3556/57493/3133/55765/284293/820/8809/3105/8140/3659/351/8764/5603/1958/10538/10464/7098/10666/3134/929/4192/6868/23586/28984/136/25865/10855/6284/7474/91947/3600/9181/5734/57142/3091/55122/10555/5450/51571/6653/719/965/3574/3670/4940/57162/2149/353091/1051/2268/1545/6885/177/4155/5336/4938/5600/4345/6714/8780/3459"
"GO:0045229","external encapsulating structure organization",275,0.629946650851614,1.91884290907494,1e-10,2.51782608695652e-08,1.98215102974828e-08,2373,"tags=42%, list=13%, signal=37%","25818/1282/1308/10630/4811/857/1295/302/4313/2191/4323/7040/169044/4312/5650/3037/7045/11107/4318/650/55959/11174/7092/7042/858/83872/11005/1303/3038/5345/169611/2331/85301/3569/3908/59277/8190/4017/10631/7124/79875/1284/10516/2303/2192/1520/2296/5268/871/5806/1296/50509/6624/64093/4319/140766/1307/861/84627/133584/2621/144165/81031/101/1294/23768/3673/1288/3912/30008/4327/4088/23213/1290/3491/4241/90993/90102/4148/84830/4326/89932/1278/55612/150356/2022/2131/339366/165/284217/4316/3690/649/23187/4643/5468/4035/3688/351/92949/5045/1842/50939/30001/780/22795/28984/25890/25975/151887/7837/4851/6662/255631/80781"
"GO:0060326","cell chemotaxis",221,0.630684750120077,1.90454908776856,1e-10,2.51782608695652e-08,1.98215102974828e-08,2899,"tags=41%, list=16%, signal=35%","5054/1902/7424/6280/57402/972/3553/4313/6288/6376/3576/5588/5880/1901/2921/6279/6364/301/7042/6372/6373/59341/4233/3569/9420/3958/79890/6374/9353/284340/1906/5228/9547/7057/22914/100528032/9037/56477/7162/63940/1969/2621/4681/100532736/8995/101/6850/2246/3579/7074/7114/30817/1839/57449/3965/11151/2022/23075/5339/1435/683/351/1960/4192/7423/6868/3273/284114/6278/25865/3627/3672/4851/7422/5155/7474/64065/196527/2247/9750/2549/719/55742/4354/8829/7857/4739/9564/1130/9732"
"GO:0022409","positive regulation of cell-cell adhesion",263,0.618022757086973,1.88072063543098,1e-10,2.51782608695652e-08,1.98215102974828e-08,1933,"tags=29%, list=10%, signal=26%","3552/10630/960/3606/857/8728/972/3553/84433/7040/6376/2625/3037/80380/3575/5588/4680/3956/3170/301/6657/8808/3135/7048/912/3112/5345/5724/84034/3569/114548/5317/29108/2113/3676/7124/64115/22914/100528032/5329/29126/10164/942/3481/7070/3566/140885/861/388931/101/6850/1947/3952/864/55083/3965/79679/5896/3716/4254/8651/3115/10673/10272/970/11151/3111/3133/2525/8744/3105/23149/8764/10326/1960/2534"
"GO:0050900","leukocyte migration",294,0.615404652438209,1.87803236421384,1e-10,2.51782608695652e-08,1.98215102974828e-08,2460,"tags=35%, list=13%, signal=31%","5054/3552/7424/6280/57402/972/3553/4313/4323/7040/6288/6376/2625/3576/5880/1901/2921/6279/6364/90865/301/7042/11035/6372/6373/59341/5724/54209/3569/9420/29108/3958/3675/79890/3676/7124/3383/6374/9353/284340/1906/5228/6404/3204/7057/22914/100528032/56477/10164/7070/140885/63940/4920/2621/4681/100532736/8995/101/6850/3952/3673/3579/30817/3655/7499/257144/9048/3965/4254/9466/84830/1265/11151/4478/23143/2131/23075/5339/1893/1435/683/3690/3688/351/8764/2534/623/4192/7423/6868/284114/6793/6278/3627/3672/4627/7422/5155/7474/5734/57142/64065"
"GO:0045765","regulation of angiogenesis",243,0.616829153965398,1.86763716598105,1e-10,2.51782608695652e-08,1.98215102974828e-08,2845,"tags=41%, list=15%, signal=35%","5054/3552/8091/306/7424/2152/718/3553/10553/6376/3576/6678/9022/7042/3135/7048/11005/10000/147372/84034/3569/2113/51129/7124/1284/2303/7057/7058/2296/9037/7052/133/958/8877/7128/861/1969/634/3696/6422/8742/3952/7010/2246/3579/140862/3339/161742/23213/9723/3716/90993/8838/28514/2022/1893/5176/820/10253/3690/3678/10769/5468/10411/2896/2828/3688/1647/6464/574506/407006/2534/6237/7098/4192/7423/3273/28984/25865/5371/3627/6672/7422/2041/7474/57142/3091/153090/2247/2549/719/1512/1499/3670/51752/5315/8829/1545/3728/6093"
"GO:0009615","response to virus",346,0.594842744638523,1.83914048934426,1e-10,2.51782608695652e-08,1.98215102974828e-08,3706,"tags=34%, list=20%, signal=28%","3694/8091/3553/3428/7040/834/2625/163702/27350/8061/11213/90865/4939/338376/11035/22861/4277/91607/5452/117854/3569/114548/29108/7124/1755/115004/10346/64108/4486/958/7128/9111/60489/3437/2635/11074/340061/3696/1687/5359/7097/2633/4088/146857/50506/3965/1021/3716/53840/91351/2131/8519/3659/3433/59/201294/81786/3460/29800/7098/24138/10410/23586/5371/3627/10060/55601/5366/10577/100507436/4599/3600/3091/10964/10379/5450/10758/197259/3660/10625/55337/4940/3588/2268/54541/1130/5611/4938/57724/5600/8780/3459/83737/7178/10561/6737/581/51561/11100/10488/79132/598/10010/81603/5610/6367/148022/3439/2736/51652/64771/10581/10623/23515/684/8638/9201/8673/56832"
"GO:0030335","positive regulation of cell migration",474,0.587076443111783,1.83080858586166,1e-10,2.51782608695652e-08,1.98215102974828e-08,2876,"tags=39%, list=16%, signal=34%","9982/5054/3552/306/3918/1902/7424/2152/5328/10630/857/10371/57402/972/3553/4313/4323/7040/6376/2625/3037/3576/6678/4162/5880/1901/4680/6364/81029/9734/5743/9076/4318/1437/650/301/6317/7042/7476/7048/85360/8828/10000/59341/117581/4233/147372/27286/5724/54209/3569/29108/1012/3958/3675/2113/10631/3676/7099/5058/7124/3383/284340/1906/5228/2303/2192/64115/7057/9037/7205/1601/958/8877/29126/223117/56034/7070/63940/9590/1969/4920/642273/2621/153769/8995/101/6591/3673/7010/2246/3579/7074/7114/1839/3912/3655/7499/5154/4088/652/8482/3965/9723/10512/3491/4254/1956/8660/2335/11151/55612/3640/23075/1435/6405/2195/171024/10509/10253/4316/3690/2316/3678/10769/407010/2896/3688/351/59/8764/54453/407006/6237/623/64750/286527/4192/2771/7423/6868/5629/284114/5031/6278/25865/3627/4851/7422/80005/6662/2041/5155/6282/2043/7474/71/9181/57142/3091/407018/90/64065/153090/2735/81/196527/2247/57214/9750/2549/54434/719/1512/7046/2149/29984/2268/8829/3685/4739/1545/6885/177/9564/27"
"GO:2000147","positive regulation of cell motility",494,0.581754677481498,1.82246909701381,1e-10,2.51782608695652e-08,1.98215102974828e-08,2876,"tags=39%, list=16%, signal=34%","9982/5054/3552/306/3918/1902/7424/2152/5328/10630/857/10371/57402/972/3553/4313/4323/7040/6376/2625/3037/3576/6678/4162/5880/1901/4680/6364/81029/9734/5743/9076/4318/1437/650/301/6317/7042/7476/7048/85360/8828/10000/59341/117581/4233/147372/27286/5724/54209/3569/29108/1012/3958/3675/2113/10631/3676/7099/5058/7124/3383/284340/1906/5228/2303/2192/64115/7057/9037/7205/1601/958/8877/29126/223117/56034/7070/63940/9590/1969/4920/642273/2621/405753/153769/53905/8995/101/6591/3673/7010/2246/3579/7074/7114/1839/3912/3655/284119/7499/5154/4088/50506/652/8482/3965/9723/10512/3491/4254/1956/8660/2335/11151/55612/3640/23075/1435/1672/6405/2195/171024/10509/10253/4316/3690/2316/3678/10769/407010/2896/3688/351/59/8764/54453/407006/6237/623/64750/286527/4192/2771/7423/6868/5629/284114/5031/6278/25865/9423/3627/4851/7422/80005/6662/2041/5155/6282/2043/7474/71/9181/57142/3091/407018/90/64065/153090/2735/81/196527/2247/57214/9750/2549/54434/719/1512/7046/2149/29984/2268/8829/3685/4739/1545/6885/177/9564/27"
"GO:0022407","regulation of cell-cell adhesion",402,0.574298974745724,1.78597636539931,1e-10,2.51782608695652e-08,1.98215102974828e-08,3109,"tags=38%, list=17%, signal=32%","3552/10630/960/3606/857/8728/972/3553/84433/7040/6376/2625/2810/3037/80380/3575/5588/55714/4680/3956/3170/650/301/6657/8808/3135/7048/912/284194/3112/53827/654346/59341/5345/5724/84034/3569/114548/5317/29108/3958/2113/3676/53833/7124/84959/64115/114897/22914/100528032/5270/5329/56477/29126/10164/942/3481/7070/182/3566/140885/861/634/124872/388931/8995/101/6850/1947/7805/3952/864/26191/55083/3620/652/3965/79679/5896/3716/4254/8651/3115/6385/10673/10272/84830/970/11151/27242/23075/3111/3133/2525/8744/8654/3557/5621/3105/3659/23149/8764/10326/1960/407006/2534/3718/1948/3077/4192/28984/4855/8631/4651/4851/7422/8876/7474/3600/64332/407018/6461/51571/9750/3574/57045/57162/60/9306/1051/266727/6602/177/1840/57829/27/4155/1739/961/6714/26154/91663/83737/9647/8546/8440/10653/9435/2319/8915/10019"
"GO:1903131","mononuclear cell differentiation",427,0.562590055902825,1.75411622736693,1e-10,2.51782608695652e-08,1.98215102974828e-08,2859,"tags=32%, list=15%, signal=27%","3694/3552/3624/3606/972/3553/4323/84433/3428/7040/2625/3635/3575/558/9021/9734/3956/6775/90865/4318/1437/55619/301/7351/11035/8808/3135/133396/7048/11005/912/9173/6778/2908/54209/3569/114548/4242/3676/7099/64115/3204/1794/2323/23529/942/3566/861/4920/3696/6422/2621/639/8995/101/6850/3952/3976/8111/864/26191/7097/652/3623/3965/3059/1021/5896/1209/3716/5971/8651/100141515/10673/28514/375387/3111/3953/1435/814/64919/8744/677/678/8809/2242/3659/5468/56262/6935/3688/351/6932/860/1960/10100/1958/10538/112616/3718/2355/1316/84766/3106/3821/4192/6868/3140/3726/56603/57089/4627/7422/8876/84456/3600/4436/5734/64332/116071/5925/6461/5450/974/10758/578/3574/1499/8581/3988/60/1051/6602/177/1840"
"GO:0050865","regulation of cell activation",499,0.5523580727509,1.73077453151705,1e-10,2.51782608695652e-08,1.98215102974828e-08,2903,"tags=36%, list=16%, signal=31%","3552/10630/3624/3606/857/972/3553/4323/84433/7040/6376/2625/348/3635/80380/3575/558/5588/114757/5880/3956/90865/7056/301/11035/8808/3135/133396/7048/11005/912/6622/284194/9173/3112/6778/654346/54209/84034/3569/114548/29108/3958/7099/53833/7124/84959/115004/64115/7057/114897/22914/100528032/375033/5270/958/120892/8877/7128/23529/29126/942/3481/6665/7070/3566/140885/861/634/825/6422/2621/639/388931/8995/101/6850/1947/7805/3952/864/26191/5359/3620/5154/9473/652/3623/3965/79679/5896/1209/4254/9466/200558/8651/3115/6385/10333/10673/85480/8660/2335/970/1075/11151/27242/3111/3133/814/8744/196/683/677/8654/678/5621/3823/2316/23208/3105/3659/2896/6935/23149/5321/351/6932/59/8764/10326/1960/10538/2534/10464/3718/55013/1948/3077/10666/3821/2776/4192/3273/3949/3726/2729/56603/8876/5155/100507436/7474/3600/4436/64332/407018/5819/284021/3822/55122/6461/51571/9750/3574/1499/57045/1026/57162/60/9306/1051/2268/4739/6602/177/1840/57829/27/121260/1739"
"GO:0002831","regulation of response to biotic stimulus",472,0.546814581491761,1.70770053746635,1e-10,2.51782608695652e-08,1.98215102974828e-08,3170,"tags=30%, list=17%, signal=26%","25818/3075/6280/857/57402/2069/3553/1535/3428/7040/834/6376/5650/348/2810/3635/163702/6279/8061/11213/710/22861/6372/4277/3135/11005/912/117854/114769/5272/54209/84034/114548/29108/7099/5058/7124/9424/115004/10346/23180/1520/22914/100528032/7096/23643/7128/2099/29126/9111/60489/338322/6318/140885/11074/10133/340061/634/1687/441168/101/6850/3952/26191/5359/7097/3965/79812/10333/25827/3133/23220/55765/196/135250/3823/23208/3105/3659/5468/2896/351/2534/3656/29800/7098/10666/5292/3106/3134/929/3821/3273/23586/330/10318/3140/3916/5371/55601/57787/100507436/7474/23005/3600/79931/64332/57142/5819/153090/55366/3822/55122/5770/10758/5817/4940/839/57162/81790/51752/54625/353091/2268/6397/6885/121260/9683/5336/4938/57724/3430/6714/8780/83737/8546/26524/8915/6737/57103/3843/51561"
"GO:1901342","regulation of vasculature development",249,0.617827510567135,1.87530554159052,1.37425605759274e-10,3.20387427492539e-08,2.52224040656588e-08,2845,"tags=41%, list=15%, signal=35%","5054/3552/8091/306/7424/2152/718/3553/10553/7040/6376/3576/6678/9022/7042/3135/7048/11005/10000/147372/84034/3569/2113/51129/7124/1284/2303/7057/7058/2296/9037/7052/133/958/8877/7128/861/1969/634/3696/6422/8742/3952/7010/2246/3579/140862/3339/161742/23213/9723/3716/90993/8838/28514/2022/1893/5176/820/10253/3690/3678/10769/5468/10411/2896/2828/3688/1647/6464/574506/407006/2534/6237/7098/4192/7423/3273/28984/25865/5371/3627/6672/7422/2041/7474/57142/3091/153090/2247/2549/719/1512/1499/7046/3670/51752/5315/8829/1545/3728/6093"
"GO:0019221","cytokine-mediated signaling pathway",415,0.555339467994478,1.73028706938045,1.38312652172569e-10,3.20387427492539e-08,2.52224040656588e-08,3050,"tags=34%, list=16%, signal=29%","3552/2950/2152/960/3624/3606/857/972/2069/3553/834/6376/163702/3575/6586/558/9021/6775/8061/11213/90865/1437/4939/338376/8808/133396/3598/6373/9173/6778/117854/114769/4233/54209/3569/29108/56300/53833/7124/9353/1906/1440/2296/4486/7185/958/8877/7128/23529/3566/1969/340061/634/4920/2621/53905/8995/6850/7805/3952/7010/3579/6098/7114/3667/5355/50506/8718/3059/3716/3560/9466/8651/9180/10673/85480/1956/970/3556/2131/3953/1893/1435/132014/355/8809/3557/8519/3659/5468/8764/837/1958/3656/6091/3718/3460/780/6868/10410/330/2263/3627/10913/6672/7837/4851/58985/2041/5155/2043/7474/4599/3600/64332/3091/407018/5770/81/10555/7850/7357/10758/3875/3574/4940/84817/83643/3856/8986/54625/3588/6885/4938/57724/8717/7132/6714/8835/3459/376497/867"
"GO:0009611","response to wounding",485,0.539937306269312,1.68833335816379,1.50008257284803e-10,3.34114545360113e-08,2.63030672996146e-08,2829,"tags=36%, list=15%, signal=31%","5054/3694/3552/7980/7076/2152/3853/5328/10630/960/857/302/2069/5055/4313/2191/7040/6288/6376/348/3084/1909/558/5588/4162/3371/3691/8061/90865/9076/3170/135228/4882/55959/7056/301/26509/7042/6657/710/7476/11202/6707/5327/23767/5653/5345/54209/84034/3569/7099/5058/51129/7124/84959/1906/2303/2192/131566/23452/7057/114897/375033/6281/5270/55966/5329/958/7128/10544/634/1490/2621/53905/388931/1606/667/2696/6850/3673/2246/1839/5359/51330/5265/5154/23189/4088/5028/50506/1608/5493/10398/966/3491/9060/57822/6385/83478/2281/90102/84830/2335/1265/84962/55612/2004/3640/2022/2131/5339/677/6696/5754/678/3690/2316/23208/8428/3693/3678/5468/2896/2828/3688/5321/407006/79026/7098/1832/780/2776/4192/7423/6868/3273/7538/10627/10855/5122/4627/7422/2137/5155/3710/2043/7474/160851/9525/71/1192/64332/4147/23499/3091/2735/196527/2247/65078/5627/308/706/7046/340205/1026/2149/51156/60/29082/57591/8829/3685/4781"
"GO:0031589","cell-substrate adhesion",317,0.582752786498051,1.7856213346526,1.9699388408222e-10,4.22515401007457e-08,3.32623981270991e-08,2501,"tags=38%, list=14%, signal=33%","5054/3694/1308/5328/10630/960/4811/1295/302/4323/6376/8910/3037/558/5880/4680/3691/10391/2196/55901/1009/9358/1012/10085/3675/59277/3232/10395/10631/3676/10516/3897/2192/3204/7057/7205/4070/6281/55966/1601/56477/50509/1307/7070/182/133584/3696/6422/1490/2621/3673/7010/7074/27076/3912/3655/30008/2633/23189/4088/9200/79834/9723/81848/59339/1021/3491/5796/4241/6385/10174/90102/6695/2335/11151/84962/55612/5318/10232/4059/1435/683/87/3690/2316/3693/3678/7791/3688/54453/574506/1842/201294/5829/6237/780/4192/10109/3273/22795/25890/8631/25975/151887/10855/3672/4851/23603/11078/7422/80005/2041/5155/71/23499/9404/3911/5770/81"
"GO:0071219","cellular response to molecule of bacterial origin",177,0.653406503604203,1.93851407005957,2.83921461793118e-10,5.8721042330141e-08,4.62279643242855e-08,2462,"tags=33%, list=13%, signal=29%","5054/3552/2950/3606/3553/834/6376/3576/80380/558/5743/11213/4318/1437/6372/114769/8564/5724/54209/3569/114548/29108/56300/7099/7124/6374/1440/22914/100528032/7096/56477/958/23643/7128/29126/942/19/2635/140885/26191/7097/10333/968/196/820/57048/8140/7431/3656/1948/929/10318/7538/3627/824/7474/79931/64332/153090"
"GO:0050920","regulation of chemotaxis",156,0.663362082437681,1.94693489883125,4.32428222185223e-10,8.63514425749871e-08,6.79799139849075e-08,2852,"tags=46%, list=15%, signal=39%","5054/1902/7424/2152/57402/972/7040/3576/5880/1901/1826/59341/4233/54209/3569/1012/79890/9353/284340/1906/5228/7057/22914/100528032/9037/7162/63940/2621/4681/100532736/8995/3673/2246/3579/7074/7114/4088/9048/6092/3965/23075/1435/6405/683/351/6091/1948/4192/7423/6868/3273/284114/6278/25865/3627/4851/7422/5155/7474/7473/64065/196527/2247/51571/9750/719/4354/8829/7857/347733/4739/177"
"GO:0002237","response to molecule of bacterial origin",287,0.593429238406163,1.81048886387549,5.72169556101099e-10,1.10447796646049e-07,8.69496964025916e-08,2790,"tags=34%, list=15%, signal=29%","5054/3552/2950/3606/4842/57402/3553/834/2706/6376/3576/80380/558/2920/6279/5743/11213/9076/4318/1437/7056/6372/6622/10804/117854/114769/8564/5724/54209/3569/114548/29108/56300/7099/7124/6374/1906/1440/22914/100528032/7096/133/56477/958/23643/7128/29126/942/19/2635/140885/9590/1594/26191/7097/3620/54/3965/10333/55765/968/196/820/57048/8140/7431/1636/3656/2355/623/1948/929/5732/6868/7054/10318/7538/6278/2263/3627/5122/4851/824/7474/79931/5734/64332/54658/153090/55122/51571/6415/706/57162/6891/2149/4791/1051"
"GO:0043542","endothelial cell migration",205,0.631792041068636,1.8984336040127,6.03528813644872e-10,1.12743076123144e-07,8.87566482816958e-08,2858,"tags=42%, list=15%, signal=36%","9982/306/7424/6280/6273/2191/7040/2625/348/6678/6279/9734/5743/301/7476/8828/10000/4233/147372/27286/1012/2113/4017/7124/9353/5646/1906/2303/7057/9037/958/1969/634/8742/6591/7010/2246/7114/29775/161742/57449/55466/11167/79812/84830/5176/3690/10769/5468/407010/2896/3688/1647/1960/54453/574506/407006/5829/9839/6237/23616/6091/1948/6868/3273/5629/28984/6278/25865/6672/4851/4627/7422/5155/7474/3091/407018/9404/153090/2247/2549/7046/8829/7857/1545/3728/9564"
