"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901184","regulation of ERBB signaling pathway","46/6809","74/18805",0.621621621621622,1.71678581210084,4.6545032528234,4.88243388050197e-06,0.000105897158056621,7.04080818980956e-05,"AFAP1L2/PLAUR/RTN4/MVP/CBLC/SPRY2/CEACAM1/SH3TC2/DAB2IP/GPRC5A/TGFB1/EGFR/PTPN12/SNX6/ADAM17/FAM83B/ADRA2A/RALB/PTPN18/RALA/RHBDF2/CCDC88A/GPER1/AGT/CDH13/CADM1/ITGA1/RAB7A/ERRFI1/SNX5/SHKBP1/CBL/WDR54/MVB12B/RBPJ/DGKD/MMP9/PTPN2/FER/PTPN3/ACP4/SOS1/CBLB/RNF126/DUSP3/ZFYVE28",46
"GO:1903053","regulation of extracellular matrix organization","46/6809","74/18805",0.621621621621622,1.71678581210084,4.6545032528234,4.88243388050197e-06,0.000105897158056621,7.04080818980956e-05,"FSCN1/PHLDB2/RUNX1/SMAD3/PHLDB1/LAMB1/RB1/DDR1/PPARG/TGFB1/EFEMP2/NID1/PDPN/SLC2A10/AXIN2/FAP/SOX9/TNFRSF1A/COL6A1/MELTF/NOTCH1/HAS2/PRDM5/ADTRP/BMP2/AEBP1/AGT/LAMA1/LRP1/TGFBR3/IER3IP1/LAMA2/IL6/TGFBR1/CST3/RGCC/CLASP1/ZNF469/SMAD4/CHADL/ANTXR1/FGFR4/ABL1/CARMIL2/LAMC1/ITGB3",46
"GO:0001666","response to hypoxia","153/6809","316/18805",0.484177215189873,1.33719379228162,4.55423000825675,4.93889762649615e-06,0.000106757464001303,7.09800754484623e-05,"NKX3-1/PDLIM1/CAV1/MMP14/ANGPTL4/SMAD3/LOXL2/EPAS1/ADAM8/PGF/PLAT/LMNA/RTN4/ITGA2/PML/SLC2A1/ADM/TGFB2/LIF/ERO1A/WTIP/CAPN2/THBS1/CYGB/FZD4/MMP2/EDN1/RYR2/PPARG/AJUBA/VEGFC/TGFB1/IL1A/KCNJ11/FAM162A/EGLN2/FOSL2/KCNMA1/DDAH1/SFRP1/HSPG2/CLDN3/NOS1/INHBA/FGFR2/APAF1/ADAM17/PLAU/PTPN1/LONP1/SRC/EDNRA/HSD11B2/FUNDC1/ENG/NOTCH1/LIMD1/HIF1A/MAP3K7/ZFP36L1/VEGFB/SOD3/EGLN3/MLST8/CITED2/BMP2/UCP2/ADAM15/PDK3/CHRNA7/TIGAR/TERT/TRPV4/PMAIP1/TGFBR3/CA9/PLOD2/USP19/ARNT2/ALKBH5/CDKN1B/TREM2/PTGS2/AIFM1/HSP90B1/CBL/TLR2/TNF/TP53/AQP1/NFE2L2/ANG/CPT1A/P4HB/RGCC/DIO3/CASP3/XRCC1/CIAO3/ADA/USF1/PINK1/ITPR2/BAD/SCN2A/BIRC2/ERCC2/PIK3CB/SRF/NOP53/ITPR1/SMAD4/PSEN2/ROCK2/VEGFA/AK4/EGLN1/RYR1/HILPDA/DDIT4/MDM4/BNIP3/PPARD/SLC9A1/PRKCE/MB/AGER/CBS/LOC102724560/TGFB3/ALAD/KCND2/TEK/LEP/ENDOG/PTPRD/MTHFR/PPARA/WDR83/DNMT3A/CAT/NF1/EGR1/EPHA4/SLC2A4/HMOX2/ACAA2/ACE/CPEB2/MTCO2P12/ABCC9/ADORA1/UCP3",153
"GO:0051798","positive regulation of hair follicle development","12/6809","12/18805",1,2.76178587164048,4.59932658692057,5.04699066890786e-06,0.000108724154918337,7.22876736663556e-05,"FST/TGFB2/WNT10B/KRT17/TRADD/NUMA1/HPSE/GAL/TNF/WNT5A/FOXN1/MSX2",12
"GO:0022411","cellular component disassembly","211/6809","456/18805",0.462719298245614,1.27793162043013,4.52650224712544,5.11104754202974e-06,0.000109732118681078,7.29578408026577e-05,"MMP14/FSCN1/SPTBN1/RAC2/CAPG/ADAM8/LIMA1/PEX10/HMGA1/GSN/FLII/VPS4B/INSR/SVIL/PLIN2/MMP2/KLK5/DDR1/PRICKLE1/NSF/TRIOBP/SNAI2/PLK3/TGFB1/DKK1/FURIN/SWAP70/FGF13/CHKA/ITGB1/DYRK3/PDPN/HDGFL3/FAP/TMOD3/SPTBN5/DFFB/APAF1/CX3CL1/MMP1/IL1B/NCKAP5L/CHMP3/MICAL2/MMP11/BLCAP/DEDD2/COL6A1/CLTC/MELTF/SARM1/ENG/SMARCD1/SEMA5A/SPTAN1/MMP15/DNASE2B/C3/PLIN3/VILL/MAP1LC3B/IRAK3/PEX5/WDR1/GPER1/PIK3C3/CDK1/ATP2A2/ABCC8/SAYSD1/NAV3/ADAM15/SMARCC1/RRP7A/MMP10/CHMP4A/TRPV4/BAX/KLC1/LRP1/MAP4/NEDD9/BMERB1/TWF2/EPG5/OGFOD1/HPN/WDR72/KLK7/CHMP1A/DSTN/NCKAP5/TMOD1/TREM2/CTSS/PLAAT3/WDR47/ADAM10/RCHY1/MID1/USP10/AIFM1/ASCC3/SHFL/IL6/ARID2/MMP19/TNF/SPTBN2/IQSEC1/SKIC3/SNAP29/TGFBR1/MAP4K4/FLOT1/VAMP8/PLEKHH2/DCTN1/GABARAP/SH3BP1/TWF1/ARHGEF2/VPS54/ELAC1/MMP9/CST3/CARMIL1/CLASP1/SPTB/STMN3/PAFAH1B1/VIL1/CHMP1B/MTRF1L/STX17/CDK5RAP3/CAMSAP2/CCSAP/CCDC88C/FER/UBQLN4/EIF5A/TRIM21/CHMP2A/MMP7/ABCE1/RNF25/LTN1/FYCO1/ASCC2/ARF6/PRSS1/APEH/CECR2/PIK3CA/SH3GL2/CHMP4B/DDIT4/MTRF1/BNIP3/TRIP4/ATAD2/SPTBN4/MTIF3/AVIL/CRACD/MAP1LC3A/TRIM54/CFL1/H2AC25/GSK3B/CHMP4C/TOM1/PLXNC1/MFSD8/TGFB3/SH3PXD2B/TMEM39A/EPS8/GRWD1/ENDOG/CLN3/CTSV/IGF1R/JMJD4/MTRES1/SMARCD3/FGFR4/PEX12/KIF21A/CIDEA/DIAPH3/FOXL2/ADD3/EIF5AL1/EIF5A2/KLK4/MAP1B/TFIP11/MICAL3/CARMIL2/DUSP3/MMP13/LAMC1/EPHA4/PIK3R1/KIF18A/STON1/TTBK2/KCNK13/HSPA2",211
"GO:0046545","development of primary female sexual characteristics","63/6809","110/18805",0.572727272727273,1.58175009012136,4.61018790362883,5.24617536187705e-06,0.000111877330284324,7.43841324711214e-05,"MMP14/FST/KITLG/INSR/FZD4/MMP2/FOXC1/SLIT2/TIPARP/INHBB/ZP3/SFRP1/BMPR1B/CSMD1/INHBA/WT1/SRC/PCYT1B/NOTCH1/EREG/GAS2/SLIT3/NPR2/AMHR2/IDH1/ARID5B/BAX/LHFPL2/SGPL1/HYAL3/PLEKHA1/DMRTA1/MMP19/ZFPM2/ZFX/ANG/CASP3/AMH/BCL2L1/UMODL1/GDF9/CEBPB/PTX3/SMAD4/VEGFA/DMC1/ESR1/SOD1/UBB/LFNG/ADAMTS1/LEP/FOXL2/INHA/ROBO2/NOTCH4/BCAS2/ZFP42/LHX9/MSH4/NOS3/GNRH1/NRIP1",63
"GO:0048675","axon extension","63/6809","110/18805",0.572727272727273,1.58175009012136,4.61018790362883,5.24617536187705e-06,0.000111877330284324,7.43841324711214e-05,"SEMA7A/FN1/MAPT/NRP2/RTN4/SEMA3F/EDN1/SLIT2/L1CAM/CDH4/SEMA3G/SEMA3A/ITGB1/SMURF1/APOE/RYK/NRCAM/EDNRA/SEMA5A/SLIT3/BCL11A/DSCAM/SEMA4F/NRP1/MACF1/SHTN1/TWF2/CTTN/PTPRS/LHX2/VCL/TTL/WNT3/NKX6-1/WNT5A/MEGF8/PAFAH1B1/PLXNA3/GOLGA4/SRF/DIP2B/NDN/RTN4R/NTN1/EDN2/VEGFA/ANAPC2/TRPV2/CDK5/GSK3B/USP9X/SEMA6C/MAP3K13/ABL1/MAP1B/AUTS2/ULK1/NLGN3/OLFM1/ADCY10/ARHGAP4/TRIM46/C9orf72",63
"GO:1902652","secondary alcohol metabolic process","86/6809","161/18805",0.53416149068323,1.47523965814336,4.56251836405066,5.75830115541997e-06,0.000122174489988117,8.1230428226809e-05,"PCSK9/LIMA1/SQLE/ACADL/CYP27B1/SEC14L2/EPHX2/LIPE/CEBPA/NPC2/MSMO1/ABCA1/ERLIN1/HMGCS2/MVD/APP/LIPA/FDPS/CYB5R3/IDH2/CYP51A1/LCAT/DISP3/APOE/TM7SF2/LEPR/HMGCS1/FECH/LDLR/APOL1/STARD4/FDFT1/IDH1/OSBPL1A/SULT2B1/SMPD1/LSS/MAPK1/QKI/MBTPS1/CYP7B1/APOA5/CYP27A1/OSBPL5/PLPP6/HMGCR/PMVK/ERRFI1/CYP7A1/FGF1/G6PD/GNAI1/UGT1A4/DHCR7/SCARF1/IDI1/SREBF2/TSKU/GBA2/GNB3/APOF/NSDHL/DGKQ/CYP46A1/AKR1D1/VLDLR/SC5D/PPARD/NFE2L1/CYP2C9/ARV1/CYP11A1/STAR/SCARB1/LEP/ABCA5/MVK/CLN8/APOC1/EBP/CYP39A1/CAT/APOL2/CYP2R1/ACAA2/FMO5",86
"GO:0048708","astrocyte differentiation","54/6809","91/18805",0.593406593406593,1.63886194580863,4.60249116275025,5.76748182477343e-06,0.000122174489988117,8.1230428226809e-05,"CDK6/MAPT/NR3C1/GRN/LIF/DLL1/VIM/SERPINE2/APP/CLCF1/S100A9/EGFR/IL1B/SOX9/ID2/NOTCH1/ROR2/BIN1/LDLR/S100A8/BMP2/TLR4/SOX8/MAPK1/LAMC3/MBD1/LRP1/MAP2K1/TTC21B/QKI/TREM2/IL6ST/IL6/TNF/IFNGR1/ADORA2A/VPS54/NAGLU/PLPP3/TSPAN2/AGER/MFSD8/ID4/VAX1/ROR1/ABL1/POU3F2/NKX2-2/NF1/EPHA4/SMO/HES1/CNTN2/ZEB2",54
"GO:0030216","keratinocyte differentiation","93/6809","177/18805",0.525423728813559,1.45110783086194,4.54289233717416,6.10592236875342e-06,0.000128914075260558,8.57113914606618e-05,"KRT6A/KRT5/ANXA1/KRT6B/SFN/EPHA2/ETV4/KRT6C/PKP1/EXTL3/CYP27B1/CSTA/MAFB/OPN3/UGCG/PALLD/TP63/FOXC1/KLK5/IVL/PPP3CA/ZBED2/PLEC/IL1A/BCL11B/FOSL2/JAG1/KRT17/PPL/CD109/DSP/KRT7/CDH3/KRT14/SPRR1B/SCEL/VDR/NOTCH1/IRF6/ZFP36L1/EREG/CERS3/BCR/NUMA1/ROCK1/KRT4/HOXA7/KRT81/SPRR3/GRHL2/KRT16/ADAM9/STK4/SPRR1A/ALOX15B/MAP2K1/ZFP36/HRNR/LATS2/ERRFI1/NFKBIZ/FLNB/RBPJ/FLG/KRT75/WNT5A/SAV1/IFT74/CASP3/CDKN1A/CYP26B1/TGM3/YAP1/KAZN/DNASE1L2/ROCK2/SPRR2D/NCOA3/CNFN/TRIM16/ABCA12/CLIC4/LCE1C/ACER1/KRT86/POU2F3/FOXN1/LIPM/MSX2/LIPK/TGM1/PLAAT4/CASP14",93
"GO:0008203","cholesterol metabolic process","81/6809","150/18805",0.54,1.49136437068586,4.55197873777146,6.16463906209025e-06,0.000129722785561535,8.62490804992341e-05,"PCSK9/LIMA1/SQLE/ACADL/SEC14L2/EPHX2/LIPE/CEBPA/NPC2/MSMO1/ABCA1/ERLIN1/HMGCS2/MVD/APP/LIPA/FDPS/CYB5R3/CYP51A1/LCAT/DISP3/APOE/TM7SF2/LEPR/HMGCS1/FECH/LDLR/APOL1/STARD4/FDFT1/OSBPL1A/SULT2B1/SMPD1/LSS/MAPK1/QKI/MBTPS1/CYP7B1/APOA5/CYP27A1/OSBPL5/PLPP6/HMGCR/PMVK/ERRFI1/CYP7A1/FGF1/G6PD/GNAI1/DHCR7/SCARF1/IDI1/SREBF2/TSKU/GBA2/GNB3/APOF/NSDHL/DGKQ/CYP46A1/AKR1D1/VLDLR/SC5D/PPARD/NFE2L1/CYP2C9/ARV1/CYP11A1/STAR/SCARB1/LEP/ABCA5/MVK/CLN8/APOC1/EBP/CYP39A1/CAT/APOL2/ACAA2/FMO5",81
"GO:1901136","carbohydrate derivative catabolic process","128/6809","258/18805",0.496124031007752,1.37018833941853,4.51070382003967,6.32803535644269e-06,0.000132721665644202,8.82429526515927e-05,"IER3/GPC1/NT5E/APOBEC3C/XDH/APOBEC3G/UPP1/INSR/PKM/APP/OGDHL/TGFB1/ENO3/CD44/LIPA/CDA/PDE9A/SLC4A4/MGAT1/GM2A/GSK3A/PDE10A/IDS/FBXO17/COL6A1/SRC/NEIL2/UCHL1/HIF1A/CEMIP2/PDE5A/GUSB/MLXIPL/MLST8/GAPDH/OVGP1/FBXO2/M6PR/ENTPD7/LDHA/IGF1/EIF6/UCP2/DPYD/DCTD/PGLYRP2/NT5M/HPSE/SLC2A6/NUDT16/TIGAR/PGM1/SMPD1/DERA/HKDC1/PFKM/PFKP/GPI/SUMF1/NT5C/ALDH1A1/PRKAG2/GPD1L/HYAL3/SAMHD1/NUDT15/STT3B/BPGM/EDEM1/TREX1/ADA2/FKRP/NGLY1/CST3/GIT1/ITPA/ADA/GLB1/PGAM1/TYMP/GBA2/OGG1/NAGK/GALK1/FLCN/MAPDA/PGAM4/NAGLU/FBXO27/P2RX7/PRKCD/NEU4/NCCRP1/ALDOA/FUCA1/DDIT4/HPRT1/FBXO6/PDE8B/ZBTB7A/PFKFB2/GALC/JMJD8/PFKFB3/MFSD8/ENTPD5/NUDT11/FUCA2/SCARB2/CEMIP/LYG1/GPD1/HMMR/UPB1/PPARA/TDG/PNP/GDA/HEXA/SGSH/AMPD3/IDUA/PDE2A/RENBP/ENO2/ENPP4/NUDT10/NUDT3",128
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","14/6809","15/18805",0.933333333333333,2.57766681353111,4.60517448152772,6.56009090910358e-06,0.000136686484351978,9.08790505923789e-05,"HLA-H/HLA-A/AZGP1/HLA-E/TAP2/HLA-C/HLA-F/HLA-G/HLA-B/RAET1E/ULBP2/RAET1L/RAET1G/ULBP3",14
"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","14/6809","15/18805",0.933333333333333,2.57766681353111,4.60517448152772,6.56009090910358e-06,0.000136686484351978,9.08790505923789e-05,"HLA-H/HLA-A/AZGP1/HLA-E/TAP2/HLA-C/HLA-F/HLA-G/HLA-B/RAET1E/ULBP2/RAET1L/RAET1G/ULBP3",14
"GO:0070482","response to oxygen levels","170/6809","358/18805",0.474860335195531,1.31146256474548,4.48263166601554,6.58651100348919e-06,0.000136788488324097,9.09468702029777e-05,"NKX3-1/PDLIM1/GUCY1A1/CAV1/MMP14/ANGPTL4/SMAD3/LOXL2/EPAS1/ADAM8/PGF/PLAT/FAS/LMNA/RTN4/GUCY1B1/ITGA2/PML/SLC2A1/ADM/TGFB2/LIF/ERO1A/WTIP/CAPN2/THBS1/CYGB/FZD4/MMP2/EDN1/RYR2/PPARG/AJUBA/VEGFC/LPAR1/TGFB1/IL1A/KCNJ11/FAM162A/EGLN2/FOSL2/KCNMA1/DDAH1/SFRP1/HSPG2/CLDN3/NOS1/INHBA/FGFR2/APAF1/ADAM17/PLAU/PTPN1/COL6A1/FOXO1/LONP1/SRC/EDNRA/HSD11B2/FUNDC1/ENG/NOTCH1/LIMD1/HIF1A/MAP3K7/ZFP36L1/VEGFB/SOD3/EGLN3/SLC7A5/MLST8/CITED2/BMP2/UCP2/SOX2/ADAM15/PDK3/CHRNA7/TIGAR/TERT/TRPV4/PMAIP1/TGFBR3/CA9/NDUFS2/PLOD2/USP19/ARNT2/ALKBH5/CDKN1B/TREM2/PTGS2/CYB5R4/AIFM1/HSP90B1/CBL/TLR2/TNF/TP53/AQP1/ATP6V1A/NFE2L2/ANG/CPT1A/P4HB/RGCC/DIO3/CASP3/CDKN1A/XRCC1/CIAO3/ADA/USF1/PINK1/ITPR2/BAD/SCN2A/BIRC2/ERCC2/PIK3CB/ATG7/SRF/NOP53/ITPR1/SMAD4/PSEN2/ROCK2/COL1A1/VEGFA/AK4/EGLN1/RYR1/TXNRD2/HILPDA/DDIT4/MDM4/BNIP3/PPARD/SLC9A1/PRKCE/MB/AGER/MAP1LC3A/CBS/LOC102724560/TGFB3/ALAD/KCND2/TEK/LEP/ENDOG/PTPRD/MTHFR/PPARA/WDR83/DNMT3A/CAT/NF1/EGR1/EPHA4/SLC2A4/HMOX2/ACAA2/ACE/CPEB2/MTCO2P12/ABCC9/ADORA1/UCP3/ZEB2",170
"GO:0048872","homeostasis of number of cells","162/6809","339/18805",0.47787610619469,1.31979147848306,4.4763999288678,6.86256349992486e-06,0.000142057299811148,9.44499567587806e-05,"ANXA1/GATA2/RAC2/EPAS1/ETS1/OCIAD2/CDK6/EXT1/PKN1/P4HTM/FAS/MAFB/TNFAIP3/KITLG/CORO1A/RB1/FSTL1/L3MBTL3/AKT3/TRAF3IP2/TGFB1/LIPA/FOSL2/PTBP3/INPP5D/CD74/SLC15A4/DYRK3/INHBA/LGR4/SELENOW/CHST3/TMOD3/CARD11/GATA3/ADAM17/ARMCX1/SOX9/COL6A1/FECH/ID2/IL7R/ATP5IF1/NOTCH1/ARSG/HIF1A/ZFP36L1/BCL6/PRDX2/CSF1/CITED2/THRA/FLVCR1/BCL10/BCR/DOCK10/AXL/HCLS1/AP3B1/ADGRG1/TCIRG1/CDIN1/RIPK3/CXCL6/SH2B3/RPS19/BAK1/MERTK/PACS1/BCL2L11/BAX/PMAIP1/GLIS2/HCAR2/TGFBR3/GPI/PLA2G2A/BMP4/FAM210B/CRISPLD1/EPG5/RAG1/ST6GALNAC1/IL20RB/SLC40A1/MAPK14/ZFP36/GCNT4/KCNQ1/NFKBIZ/BPGM/IL6/G6PD/TUBA1A/DNAJA3/F2R/ZNF251/ZFX/ITPKB/VPS54/B2M/CASP3/FH/ADA/CDH2/SLC39A3/PTPN2/BAP1/ERCC2/PIK3CB/SLC1A5/SRF/CDK5RAP3/HOXB6/BBS4/VEGFA/P2RX7/WDR48/ARHGEF5/GPRASP2/ARMCX5-GPRASP2/PRDX5/SOS1/SOD1/POC1B/CYLD/MB/ZBTB7A/ISG15/SLC25A38/LGALS9/FOXP3/MFHAS1/CXCR2/MIR221/ETV2/JAK3/RAC3/DIAPH3/ABL1/NAPEPLD/INHA/SKIL/LYN/VPS13A/FOXN1/SEPTIN4/ILDR2/TNFSF13B/RCOR1/CARD9/SPRR2A/NF1/HOXA5/MPIG6B/GPAM/SOS2/SMO/IL7/KLF2/NOS3/MIR17HG",162
"GO:0030879","mammary gland development","75/6809","137/18805",0.547445255474453,1.51192657206595,4.53072413579974,6.9609803251503e-06,0.000143626720669903,9.54934211385964e-05,"STAT6/AR/CAV1/TGFBR2/EPHA2/TGFA/XDH/NR3C1/HOXA9/RTN4/ITGA2/PERP/PML/IRS2/AREG/NRG1/DDR1/CAPN1/TGFB1/EGF/CSMD1/FGFR2/GATA3/NCOA1/SOX9/ID2/SRC/VDR/HIF1A/IRF6/ROBO1/IGFBP5/LBH/HOXD9/CSF1/GJA1/OAS2/BTRC/TBX3/GPX1/BCL2L11/MAPK1/ZBTB7B/BAX/BMP4/DEAF1/WNT7B/NFKB1/WNT3/WNT5A/PTCH1/SOCS2/MTX1/SCRIB/MSX1/PRLR/APLN/GHRHR/CEBPB/TNFRSF11A/NTN1/VEGFA/ELF3/ESR1/PYGO2/ATP2C2/TGFB3/SOSTDC1/NOTCH4/MSX2/CSF1R/HOXA5/SMO/MTCO2P12/ARHGAP5",75
"GO:0001657","ureteric bud development","58/6809","100/18805",0.58,1.60183580555148,4.54619149938441,7.1770408546782e-06,0.000147605484244272,9.81387906342303e-05,"SMAD3/TACSTD2/SDC1/BASP1/SDC4/FOXC1/SLIT2/CTNNB1/TGFB1/SFRP1/PAX8/LGR4/FGFR2/GATA3/SOX9/WT1/CTNNBIP1/SMAD6/KIF26B/HOXD11/DLG1/GREB1L/BMP2/SIX1/AGT/SOX8/OSR1/GPC3/BMP4/TMEM59L/LAMA5/FGF1/HOXB7/PTCH1/RARA/FOXC2/SMAD2/PKD2/LZTS2/SMAD4/RARB/VEGFA/CRLF1/FOXD1/HOXA11/CITED1/GDF11/CALB1/ILK/SPRY1/PAX2/NPNT/ROBO2/FMN1/CAT/SMO/HES1/ARG2",58
"GO:0050673","epithelial cell proliferation","223/6809","488/18805",0.456967213114754,1.26204559298325,4.41883879621344,8.1279279840198e-06,0.000166622523672406,0.000110782692454518,"NKX3-1/STAT6/AR/GATA2/CAV1/MMP14/SPARC/FST/F3/SFN/CAV2/SMAD3/TACSTD2/LOXL2/EPHA2/MCC/SERPINB5/TGFA/CDK6/XDH/NRP2/WNT7A/CLDN1/EXTL3/IGF2/RAP1GAP/PTPRK/TNFAIP3/PRKD1/RTN4/PRKD2/LAMB1/EFNB2/FGFBP1/MTSS1/GRN/KLK8/TGFB2/IRS2/RB1/THBS1/WNT10B/AREG/TP63/CEACAM1/AKT3/DAB2IP/SERPINF1/PPARG/CDKN2B/SNAI2/RUNX2/VEGFC/CTNNB1/TGFB1/EGF/IGFBP4/LIPA/TRIM24/BCL11B/JAG1/VASH2/FMC1/SFRP1/HSPG2/EGFR/OVOL1/LGR4/CD109/FERMT1/FAP/FGFR2/COL8A1/CDH3/GATA3/ADAM17/SOX9/APOE/ID2/NGFR/VDR/EPGN/ATP5IF1/SULF2/ENG/SEMA5A/NOTCH1/HIF1A/TNFSF12/IRF6/ROBO1/ZFP36L1/EREG/VEGFB/MMRN2/HAS2/VASH1/IGFBP5/DLG1/ITGA4/ECM1/SIX1/IGF1/BTRC/KRT4/NR4A1/NRP1/SOX2/FBXW7/BAK1/STK3/CDH13/BTBD10/GPX1/FGL1/ODAM/MAPK1/OSR1/FLT4/BAX/STK4/SERPINB1/RPS6KA1/GPC3/TGFBR3/BMP4/NOX5/PDX1/HPN/PRDM1/MAP2K1/HLX/ZFP36/CDKN1B/MDK/CYP7B1/CDC42/DEAF1/SOX11/LAMA5/NFIB/ERRFI1/NFKBIZ/FGF1/IL6/PDGFB/TNF/ATOH8/RBPJ/NKX6-1/TGFBR1/WNT5A/PTCH1/ANG/SAV1/B2M/B4GALT1/RGCC/BID/IFT74/CDKN1A/IFT172/ZEB1/APLN/BCL2L1/AQP11/BAD/ARX/NOTCH2/CEBPB/PIK3CB/YAP1/FLCN/LRG1/PDCD10/VEGFA/WDR48/DAB2/COL8A2/ESR1/PYGO2/SIDT2/PPARD/EAF2/MARVELD3/SCARB1/GDF5/TCF7L2/FA2H/TEK/SULF1/LEP/SDR16C5/RUNX3/NRARP/KLF9/FUT1/PAX2/POLD4/BCL2L2/COL4A3/NLRC3/FZD7/EGR3/RICTOR/NF1/GLI1/OSR2/DSC1/LAMC1/FUT2/HOXA5/TGM1/PROX1/SMO/HES1/MIR23A/GHRL/MIR503/ZEB2/ITGB3/DUSP10/BMP6",223
"GO:0045444","fat cell differentiation","125/6809","252/18805",0.496031746031746,1.36993346807563,4.45415557319425,8.1691601824681e-06,0.000166929302120851,0.000110986660932229,"ZFP36L2/WWTR1/GATA2/SMAD3/LRRC8C/ENPP1/PSMB8/MAFB/CEBPA/SLC39A13/ADGRF1/ERO1A/HMGA2/WNT10B/TGFB1I1/ZNF385A/PPARG/ALDH6A1/SNAI2/INHBB/TGFB1/LAMB3/RETREG1/FOSL2/JAG1/SFRP1/KLF5/AXIN2/ZNF516/ZBTB16/TBL1X/GRK5/MMP11/FAM120B/FOXO1/ID2/DLK2/SMAD6/ZFP36L1/NOC3L/NPR2/BMP2/SIX1/WNT5B/NR4A1/GPER1/CTBP2/SOX8/TRIB2/STK3/WDFY2/GPX1/ZBTB7B/ARID5B/TRPV4/STK4/CARM1/PIM1/PNPLA3/MAPK14/ZFP36/EBF2/LPL/HTR2C/PTGS2/IL6/RORC/TNF/BMAL1/ERAP1/SOX13/WNT5A/ZFPM2/MEX3C/SAV1/BSCL2/TRIO/FFAR2/TRIM32/TLCD3B/LRP3/GNB3/SYAP1/CEBPB/YAP1/E2F1/FLCN/CEBPD/LRG1/BBS4/VEGFA/CREBL2/TFE3/CCDC3/NEGR1/BNIP3/AXIN1/SOCS1/PPARD/PPARGC1A/MB/ZBTB7A/C1QTNF3/NOCT/RARRES2/ID4/TCF7L2/LEP/FERMT2/NAPEPLD/TRIB3/RGS2/MSX2/PLAC8/PLCB1/ASXL2/SLC2A4/IL11/SULT1E1/ZC3H12A/HES1/CNTN2/ARL4A/GPS2/DUSP10",125
"GO:0051223","regulation of protein transport","207/6809","449/18805",0.461024498886414,1.27325094750463,4.4151390152755,8.41456812365102e-06,0.000171392885980135,0.000113954373982238,"ACSL4/SFN/SMAD3/ADAM8/MPC2/GAS6/FLNA/TM7SF3/PRKD1/IRS1/LRRC8A/TGFB2/PRR5L/FRMD4A/SP100/IRS2/KCNN4/ATP2C1/FKBP1B/PTPN14/SH3TC2/SRI/ANO1/PPARG/PPP3CA/APP/INHBB/TMEM30B/VEGFC/EFNA5/PLK3/TGFB1/IL1A/KCNJ11/WLS/VPS35/IPO5/SFRP1/RAP1GDS1/JUP/PPM1F/EGFR/NDFIP2/FERMT1/ARHGAP44/SVIP/SAA1/BAIAP3/CYP51A1/IL1B/MDFIC/APOE/PTPN1/NEO1/GNAZ/MCU/TMEM30A/FOXO1/SRC/HIF1A/ADRA2A/VSNL1/GPR68/GCG/CAMK1/RAPGEF3/TENM1/AKAP5/ADTRP/LYPLAL1/SYT4/BAG3/ATP13A2/C2CD2L/RHBDF2/IGF1/TLR4/FOXA2/HCLS1/TIAM1/OAZ3/UCP2/TCIRG1/PKDCC/NADK/GPR27/GPER1/CDK1/ABCC8/DPH3/ERLEC1/FRAT2/ADAM9/PFKM/PARD6A/SLC16A1/RAB11FIP5/HCAR2/BMP4/MYO18A/CPLX1/PDX1/PLA2G6/MAPK14/BSG/IER3IP1/RFX6/TREM2/MYRIP/CDC42/UNC13B/PTGS2/HMGCR/SYT7/BARD1/PRKAR1A/KLF7/IL6/SUFU/EDEM1/TLR2/TNF/SSTR5/BMAL1/NKX6-1/APOD/SLC9B2/CHRM3/ADORA2A/F2R/SEPTIN8/APBB3/ANG/CPT1A/DNAJC1/FFAR2/CARTPT/TXN/STX1A/GIPR/EPM2A/BAD/SORL1/RIPOR1/CHRM1/ITPR1/YOD1/PDCD10/UHMK1/STX4/EFCAB7/RPH3AL/RAPGEF4/SEC24A/ADRA2C/P2RX7/PRKCD/ARHGEF5/TMED10/SLC8B1/ARF6/FRAT1/ACSL3/SIDT2/CD33/CWH43/PDE8B/PPARD/PRKCE/RANGAP1/C1QTNF3/CNST/PFKFB2/ABCA12/CDK5/SIRT3/GSK3B/HLA-DRB1/TGFB3/TCF7L2/CLOCK/LEP/UBAC2/CLN3/RAB23/GPLD1/NDEL1/GCC2/BMP8A/PRKN/BRSK2/CD200/NF1/PLCB1/ISL1/PIK3R1/SMO/TRPM5/ZC3H12A/APBB1/CDKN2A/PKIA/GHRL/SYTL4/NNAT/SLC30A8/BMP6",207
