gene_id,SRR2085160,SRR2085161,SRR2085162,SRR2085163,SRR2085164,SRR2085165
ENSG00000266849,0,0,0,0,0,0
ENSG00000249846,7,13,13,7,10,7
ENSG00000248243,5,0,0,0,0,0
ENSG00000253540,28,66,36,20,41,24
ENSG00000172780,620,290,608,1659,2023,1889
ENSG00000261796,0,626,0,0,0,0
ENSG00000240682,644,871,805,1455,908,1122
ENSG00000181789,5790,6576,6184,7642,6562,6696
ENSG00000183624,1079,1451,1546,4198,2987,3058
ENSG00000273174,5,2,11,5,5,0
ENSG00000273437,10,7,8,8,3,6
ENSG00000169714,5444,7493,6512,13201,9329,9867
ENSG00000241673,1,0,0,0,0,0
ENSG00000172765,512,754,665,1388,1720,1318
ENSG00000202412,0,0,0,0,0,0
ENSG00000252786,2,0,0,0,0,0
ENSG00000203644,373,433,316,261,215,208
ENSG00000251474,152,485,344,166,373,240
ENSG00000172771,448,523,433,0,9,13
ENSG00000129071,649,1010,808,1214,1282,1023
ENSG00000163913,692,1105,1077,571,730,622
ENSG00000244932,11,30,24,15,20,10
ENSG00000207088,2,4,3,2,1,2
ENSG00000196455,892,1509,1403,1988,1235,1746
ENSG00000261167,34,81,86,129,107,101
ENSG00000248530,2,0,2,6,0,0
ENSG00000017260,1433,2382,2112,6261,6146,5518
ENSG00000250592,0,0,0,0,0,0
ENSG00000252894,0,0,0,0,0,0
ENSG00000249098,0,0,0,0,0,1
ENSG00000251579,0,0,0,0,0,3
ENSG00000034533,240,347,312,401,174,213
ENSG00000114670,118,141,166,372,535,336
ENSG00000250129,0,0,0,0,0,0
ENSG00000201550,0,0,0,0,0,0
ENSG00000212073,0,0,0,0,0,0
ENSG00000265235,0,0,0,0,0,0
ENSG00000250608,17,9,7,3,11,10
ENSG00000246082,442,623,619,210,122,175
ENSG00000198585,1520,2455,2172,1332,983,1169
ENSG00000249020,0,2,4,0,0,4
ENSG00000114686,2784,4647,3983,6742,3983,4699
ENSG00000014257,227,231,244,8,5,16
ENSG00000196353,2,0,0,40,40,35
ENSG00000251447,0,0,0,0,0,0
ENSG00000265859,0,0,0,0,0,0
ENSG00000242899,0,0,0,1,1,1
ENSG00000238701,0,0,0,0,0,0
ENSG00000240854,5,0,3,16,8,1
ENSG00000138246,1241,2618,2307,3654,3822,3620
ENSG00000144868,8,17,9,3,0,0
ENSG00000251011,0,0,0,0,0,0
ENSG00000240303,316,463,476,850,1781,923
ENSG00000129048,8,12,6,7,15,17
ENSG00000081307,956,1505,1270,1912,1726,1539
ENSG00000113971,307,614,536,879,1068,911
ENSG00000248724,0,0,5,1,4,0
ENSG00000250355,0,0,0,0,0,0
ENSG00000251614,4,0,0,0,0,0
ENSG00000091527,2931,4543,4542,13948,10524,10733
ENSG00000242337,2,3,0,0,2,0
ENSG00000201394,0,0,0,0,0,0
ENSG00000091513,0,3,8,0,0,0
ENSG00000244062,0,0,0,0,0,0
ENSG00000252641,1,0,0,0,2,0
ENSG00000163781,1084,2580,2015,2852,1736,2334
ENSG00000144867,2426,2517,2555,3581,1959,2294
ENSG00000154917,454,627,585,119,72,204
ENSG00000221972,0,0,0,0,0,0
ENSG00000174640,7,13,13,25,97,83
ENSG00000214289,0,0,0,2,1,1
ENSG00000114019,79,134,93,4064,4734,3610
ENSG00000163785,866,1227,1203,3843,3959,2975
ENSG00000231845,0,0,0,2,0,0
ENSG00000240086,9,0,0,0,0,0
ENSG00000129055,2002,2123,2087,2558,1398,1804
ENSG00000182923,517,922,951,903,779,666
ENSG00000249691,0,0,0,0,0,0
ENSG00000073711,328,450,383,1101,1101,1051
ENSG00000227267,0,0,0,0,0,3
ENSG00000273455,0,3,3,2,1,0
ENSG00000174579,591,915,897,875,1203,837
ENSG00000241438,0,3,0,4,0,0
ENSG00000154928,0,0,0,18,0,0
ENSG00000174611,8,4,6,3,0,0
ENSG00000253087,0,0,0,0,0,0
ENSG00000201413,0,0,0,0,0,0
ENSG00000261758,6,3,13,0,2,7
ENSG00000168917,7,23,8,367,473,363
ENSG00000273486,48,27,46,18,30,23
ENSG00000239213,90,142,127,60,83,61
ENSG00000241478,3,10,4,13,0,3
ENSG00000158163,32,70,48,48,68,84
ENSG00000240668,13,8,8,63,1,48
ENSG00000158092,564,808,847,1299,2088,1365
ENSG00000214283,0,0,0,0,0,0
ENSG00000174564,0,12,20,1515,4109,1594
ENSG00000249407,0,0,0,0,11,3
ENSG00000138231,472,858,719,901,485,711
ENSG00000114054,4036,5566,4797,2037,1867,1743
ENSG00000118007,662,1722,1572,1831,1675,1618
ENSG00000200571,0,0,0,0,0,0
ENSG00000200843,0,0,0,0,0,0
ENSG00000251708,0,0,0,0,0,0
ENSG00000252914,0,0,0,0,0,0
ENSG00000244101,2,0,0,2,0,0
ENSG00000240695,1,3,0,2,3,3
ENSG00000158186,286,474,411,255,308,292
ENSG00000158220,115,213,212,25,33,48
ENSG00000114098,780,1134,941,1482,1360,1344
ENSG00000181322,4,18,7,0,11,15
ENSG00000114107,871,1502,1213,576,612,405
ENSG00000174715,6,0,5,0,0,0
ENSG00000158234,715,1020,1022,488,337,381
ENSG00000242244,0,0,0,0,0,0
ENSG00000051382,1789,2807,2664,1769,2011,1725
ENSG00000239207,0,0,1,0,0,0
ENSG00000242321,1,0,0,0,0,0
ENSG00000241429,152,173,137,468,325,269
ENSG00000158258,3,2,0,5,3,0
ENSG00000263959,0,0,0,0,0,0
ENSG00000249290,0,0,0,0,0,0
ENSG00000251058,0,0,0,0,0,0
ENSG00000216184,0,0,0,0,0,0
ENSG00000250433,0,3,2,0,3,0
ENSG00000175093,3,0,0,0,0,3
ENSG00000251270,0,0,0,0,0,0
ENSG00000114120,2235,3129,3063,2203,3757,2308
ENSG00000248773,3,8,3,1,6,1
ENSG00000206260,0,0,0,0,0,2
ENSG00000175110,1073,1644,1623,1635,1305,1312
ENSG00000184814,0,0,0,0,0,0
ENSG00000233701,0,0,0,0,0,0
ENSG00000251137,0,0,0,0,0,0
ENSG00000232416,0,0,0,0,0,0
ENSG00000272656,0,2,3,7,4,7
ENSG00000184432,2777,3572,3426,8349,7213,7002
ENSG00000248932,14,29,37,11,24,7
ENSG00000114113,2,0,0,0,0,0
ENSG00000248790,0,0,0,0,0,0
ENSG00000178631,0,5,5,6,17,4
ENSG00000263538,0,0,0,1,0,1
ENSG00000114115,0,4,3,743,606,418
ENSG00000163864,33,80,86,43,61,35
ENSG00000201600,0,0,0,0,1,0
ENSG00000244692,0,1,0,0,0,3
ENSG00000252245,1,0,3,0,0,1
ENSG00000214280,5,9,4,9,7,6
ENSG00000241899,0,0,0,0,0,0
ENSG00000242104,9,14,5,0,0,0
ENSG00000155893,199,411,328,504,318,557
ENSG00000241400,0,0,0,0,0,0
ENSG00000249417,0,0,0,1,4,0
ENSG00000249540,0,0,2,0,0,0
ENSG00000177311,589,1251,1200,1413,3983,3610
ENSG00000155903,190,426,418,754,1175,1073
ENSG00000250170,0,0,0,0,0,0
ENSG00000249986,0,2,0,0,2,2
ENSG00000114125,1202,1476,1320,2162,1960,1772
ENSG00000114124,0,0,0,0,0,0
ENSG00000265391,0,0,0,0,0,0
ENSG00000228398,0,0,0,0,0,0
ENSG00000069849,4557,4417,4206,6693,4783,5163
ENSG00000200389,1,0,0,1,0,0
ENSG00000244124,3,7,9,12,10,8
ENSG00000114126,941,1616,1170,727,842,617
ENSG00000206604,0,0,0,0,0,0
ENSG00000269905,297,161,325,214,148,134
ENSG00000233597,3,4,2,1,1,0
ENSG00000175066,440,874,799,368,545,511
ENSG00000272565,534,694,760,448,365,444
ENSG00000114127,734,1537,1228,801,1651,908
ENSG00000251804,0,0,0,0,0,0
ENSG00000202125,0,0,0,0,0,0
ENSG00000255637,0,0,0,0,0,0
ENSG00000175054,931,1828,1652,2498,1852,2212
ENSG00000242479,0,0,0,0,0,0
ENSG00000244327,7,5,5,8,3,3
ENSG00000120756,422,832,777,1706,1243,1303
ENSG00000239641,0,0,0,0,0,0
ENSG00000199319,0,0,0,0,0,0
ENSG00000144935,18,53,46,208,589,223
ENSG00000251787,0,0,0,1,1,0
ENSG00000163710,9,25,3,122,125,111
ENSG00000243818,0,0,0,0,0,0
ENSG00000240950,2,0,2,8,3,8
ENSG00000175040,19,23,28,92,97,72
ENSG00000244171,8,7,12,41,42,34
ENSG00000188582,5,0,0,0,0,3
ENSG00000241592,0,0,0,0,0,0
ENSG00000241570,0,0,4,16,5,1
ENSG00000163714,1993,4185,3387,5933,6058,5498
ENSG00000268129,52,71,47,8,12,6
ENSG00000240888,0,0,0,0,0,0
ENSG00000240012,0,0,0,0,0,0
ENSG00000244493,0,0,0,0,0,0
ENSG00000181804,47,30,15,50,115,48
ENSG00000248374,0,0,0,0,0,0
ENSG00000243033,3,0,0,0,0,0
ENSG00000243759,2,7,0,9,4,7
ENSG00000181744,1311,2154,2074,796,427,559
ENSG00000239797,50,91,44,126,59,83
ENSG00000244358,4,0,0,0,0,0
ENSG00000261051,4,2,5,17,22,19
ENSG00000114698,7,0,0,8,14,11
ENSG00000188313,24,46,40,1475,1255,1164
ENSG00000243415,0,0,0,0,2,5
ENSG00000232013,0,3,3,3,15,1
ENSG00000240032,0,0,3,10,4,5
ENSG00000152952,666,906,1511,3974,5835,5650
ENSG00000169908,239,846,398,7978,4302,6788
ENSG00000240541,8,27,16,0,0,0
ENSG00000243885,6,5,5,0,0,0
ENSG00000018408,40,64,57,2704,2185,2213
ENSG00000252581,0,0,0,0,0,0
ENSG00000241985,0,0,0,0,0,0
ENSG00000241313,0,0,0,13,11,9
ENSG00000153002,0,0,0,0,0,0
ENSG00000244089,0,0,0,0,0,0
ENSG00000240521,0,0,0,0,0,0
ENSG00000163751,0,0,0,0,0,0
ENSG00000241627,56,111,90,67,89,79
ENSG00000163754,1299,1567,1788,2028,1406,1410
ENSG00000071794,2971,6283,5111,1070,1487,882
ENSG00000239718,0,0,0,0,0,0
ENSG00000201031,0,0,0,0,0,0
ENSG00000240511,0,0,0,0,0,0
ENSG00000163755,727,1342,1048,1163,903,981
ENSG00000047457,2,0,9,6,6,0
ENSG00000240216,29,110,72,3,4,0
ENSG00000163762,25,35,20,0,0,0
ENSG00000244468,86,100,102,0,0,0
ENSG00000244541,68,66,57,0,0,16
ENSG00000243550,7,7,3,0,0,2
ENSG00000196428,485,735,730,1462,1248,1617
ENSG00000206199,5,0,0,96,26,70
ENSG00000251854,0,0,0,1,0,0
ENSG00000082996,759,1115,1068,1488,1703,1282
ENSG00000252172,0,1,0,0,0,0
ENSG00000239351,0,0,3,2,2,2
ENSG00000070087,894,1411,899,8850,9052,7625
ENSG00000242791,0,2,1,0,2,0
ENSG00000182000,0,0,2,0,0,0
ENSG00000241947,0,0,0,0,0,0
ENSG00000243944,0,0,0,0,0,0
ENSG00000240477,0,1,0,0,2,0
ENSG00000243321,0,0,0,7,0,7
ENSG00000241143,0,0,0,0,0,0
ENSG00000241048,0,0,0,0,0,0
ENSG00000114744,666,989,940,1430,1528,1249
ENSG00000268175,26,34,19,36,38,27
ENSG00000224831,405,510,532,413,304,261
ENSG00000181788,631,1085,1130,1495,1851,1246
ENSG00000244265,0,3,0,0,0,0
ENSG00000144893,39,112,98,12,11,16
ENSG00000199994,0,0,0,0,0,0
ENSG00000174946,0,0,0,0,0,0
ENSG00000174944,0,0,0,0,0,0
ENSG00000266798,0,0,0,0,0,0
ENSG00000239570,0,0,0,0,0,0
ENSG00000138271,0,4,3,2401,2073,1959
ENSG00000181631,0,0,0,0,0,0
ENSG00000169313,0,0,0,0,0,0
ENSG00000152580,0,0,0,0,0,0
ENSG00000144895,2057,3432,3225,3906,3593,3197
ENSG00000198843,2439,2923,2746,5718,4099,4323
ENSG00000271711,0,2,3,0,0,1
ENSG00000120742,3330,4396,4058,5820,5075,4483
ENSG00000169860,3,9,8,161,228,188
ENSG00000152601,2069,4112,3641,5287,5199,4690
ENSG00000229619,68,65,76,33,24,25
ENSG00000221962,0,0,3,0,0,0
ENSG00000201217,0,1,0,1,1,7
ENSG00000243305,0,0,0,0,0,0
ENSG00000265813,0,0,0,0,0,0
ENSG00000241220,0,0,0,0,0,0
ENSG00000241912,0,0,0,0,0,0
ENSG00000238755,0,0,0,0,3,4
ENSG00000243012,0,0,0,0,0,0
ENSG00000207323,0,0,0,0,0,0
ENSG00000237787,0,0,0,0,0,0
ENSG00000200162,0,0,0,0,0,0
ENSG00000243486,0,0,0,0,0,10
ENSG00000181467,669,1291,964,2822,2389,2127
ENSG00000243069,38,197,57,0,0,5
ENSG00000114790,3232,5095,3898,167,170,212
ENSG00000240068,2,0,0,0,0,0
ENSG00000174953,2471,3938,2917,2880,2694,2492
ENSG00000240045,0,10,0,0,0,0
ENSG00000242790,7,7,3,0,0,0
ENSG00000241307,3,0,0,3,2,0
ENSG00000174928,157,228,181,132,89,103
ENSG00000114805,117,459,321,60,27,53
ENSG00000248772,0,0,0,0,0,0
ENSG00000243518,0,0,0,0,0,0
ENSG00000242152,0,0,0,0,0,0
ENSG00000272096,0,0,0,0,0,0
ENSG00000239508,0,0,0,0,0,0
ENSG00000242925,0,0,0,0,0,0
ENSG00000214919,0,3,0,0,0,0
ENSG00000239212,4,0,0,0,0,0
ENSG00000169359,1163,1665,1714,1746,2172,1541
ENSG00000196549,8215,8554,3635,536,197,637
ENSG00000240666,0,8,0,3,0,3
ENSG00000240489,47,99,48,177,79,94
ENSG00000163655,2968,4919,4047,5244,3192,3861
ENSG00000169282,10,12,18,65,34,53
ENSG00000242017,0,1,2,2,0,1
ENSG00000227709,0,0,0,0,0,1
ENSG00000240596,0,0,0,0,5,0
ENSG00000242370,0,0,0,0,0,0
ENSG00000242537,2,0,0,1,1,0
ENSG00000272990,4,2,6,22,6,10
ENSG00000174912,10,24,22,16,47,30
ENSG00000243926,10,16,18,13,10,10
ENSG00000163659,365,299,302,6756,12357,6075
ENSG00000114850,3630,4943,4807,18782,15780,13441
ENSG00000240875,25,53,52,152,136,89
ENSG00000230457,9,9,5,20,30,7
ENSG00000243629,0,0,0,47,134,52
ENSG00000241544,0,0,0,36,52,37
ENSG00000241135,0,0,0,0,0,2
ENSG00000197980,22,28,26,22,5,9
ENSG00000241879,0,0,0,0,0,0
ENSG00000239706,0,0,0,0,0,0
ENSG00000222499,0,0,0,0,2,0
ENSG00000163660,1285,2089,2072,2580,3934,2515
ENSG00000201778,0,0,0,0,0,0
ENSG00000241770,0,0,0,0,0,0
ENSG00000244515,10,13,9,17,9,12
ENSG00000243176,0,7,7,0,8,0
ENSG00000270981,0,0,5,0,0,0
ENSG00000197415,25,59,85,33,9,28
ENSG00000163661,0,0,0,28,33,21
ENSG00000168779,0,11,10,0,0,0
ENSG00000174891,625,1074,963,819,564,643
ENSG00000243314,0,0,0,3,0,0
ENSG00000243150,0,0,0,0,0,0
ENSG00000178053,507,694,627,258,380,240
ENSG00000241723,1,0,0,1,1,0
ENSG00000168827,2638,3152,2804,2864,2482,2516
ENSG00000079257,226,58,33,444,206,291
ENSG00000272087,4,21,21,13,14,13
ENSG00000272440,4,2,4,4,2,1
ENSG00000232374,6,0,0,0,0,2
ENSG00000118849,0,0,0,196,5,228
ENSG00000118855,1521,1583,1641,1859,1374,1816
ENSG00000240207,18,29,25,14,6,17
ENSG00000243675,0,0,0,0,0,0
ENSG00000272247,0,10,5,0,0,0
ENSG00000271778,3,11,3,2,4,3
ENSG00000244040,0,0,0,1,0,0
ENSG00000168811,8,15,11,31,17,34
ENSG00000242107,0,0,0,0,0,0
ENSG00000184100,22,45,30,59,42,68
ENSG00000250588,0,6,2,240,422,228
ENSG00000214216,0,0,0,0,0,0
ENSG00000263634,0,0,0,0,0,0
ENSG00000244249,0,0,0,0,0,0
ENSG00000243116,0,0,0,0,0,0
ENSG00000241211,0,0,0,0,0,3
ENSG00000252763,0,0,0,0,0,0
ENSG00000264146,0,0,0,0,0,0
ENSG00000151967,2,4,4,614,63,415
ENSG00000260572,14,13,49,10,10,0
ENSG00000244078,0,0,0,0,0,0
ENSG00000068885,469,1203,1083,977,1160,1010
ENSG00000243687,0,0,0,0,0,3
ENSG00000113810,1638,6378,5285,5139,3831,4385
ENSG00000207779,0,0,0,0,0,0
ENSG00000198987,0,0,0,0,0,0
ENSG00000213186,1053,2236,1445,2759,1365,1772
ENSG00000238427,0,0,0,0,0,0
ENSG00000180044,32,51,45,0,0,2
ENSG00000248710,1,0,0,0,0,0
ENSG00000244009,6,14,6,11,8,5
ENSG00000186432,1791,3210,2983,6307,5938,4618
ENSG00000238741,0,0,0,0,0,0
ENSG00000229320,125,193,269,109,59,88
ENSG00000163590,148,291,227,68,88,64
ENSG00000240138,1,0,0,0,2,1
ENSG00000196542,0,6,0,164,71,95
ENSG00000169255,0,0,0,918,684,690
ENSG00000169251,513,1095,1086,3523,2531,2679
ENSG00000271052,0,0,0,0,0,0
ENSG00000121871,5,10,7,0,0,0
ENSG00000090402,0,16,34,0,0,0
ENSG00000182447,0,0,0,0,0,0
ENSG00000240567,4,3,7,3,24,2
ENSG00000269888,263,126,307,29,462,18
ENSG00000234851,2633,3550,3441,5512,3750,4251
ENSG00000114200,28,125,90,98,351,66
ENSG00000220343,1,0,0,2,1,0
ENSG00000163536,29,46,34,168,134,158
ENSG00000114209,774,1194,1241,2050,2203,1889
ENSG00000241120,0,7,4,0,3,7
ENSG00000173905,552,1276,1440,2120,2288,1755
ENSG00000244381,1,2,4,9,4,3
ENSG00000269889,0,3,0,3,1,6
ENSG00000184378,39,32,9,210,115,189
ENSG00000171757,17,15,0,53,59,85
ENSG00000270135,0,0,5,0,0,0
ENSG00000270096,0,0,0,0,0,0
ENSG00000114248,17,103,94,0,0,0
ENSG00000085274,491,688,639,823,860,711
ENSG00000269984,68,148,88,97,117,84
ENSG00000085276,0,3,0,1124,796,1076
ENSG00000241479,0,0,0,0,0,0
ENSG00000242795,0,0,0,0,0,0
ENSG00000213178,558,867,850,1928,1333,1381
ENSG00000239219,3,0,1,0,0,0
ENSG00000244193,0,2,1,0,0,0
ENSG00000008952,1878,2713,2607,3850,3962,3303
ENSG00000240373,0,6,0,0,2,6
ENSG00000173890,385,525,667,10,34,71
ENSG00000201342,1,0,0,0,0,0
ENSG00000242583,5,24,11,3,3,2
ENSG00000173889,1223,1984,1749,1709,2033,1599
ENSG00000268220,0,0,0,0,0,0
ENSG00000199536,0,0,0,0,0,0
ENSG00000163558,1004,1764,1426,2744,4281,2836
ENSG00000200118,2,0,0,0,0,0
ENSG00000136603,646,739,443,1316,1836,1401
ENSG00000013297,3,0,0,2190,529,753
ENSG00000013293,0,0,0,0,0,0
ENSG00000241416,0,0,0,3,1,1
ENSG00000213174,0,0,0,1,1,1
ENSG00000244738,0,0,0,0,0,0
ENSG00000239739,0,0,0,0,0,0
ENSG00000222411,0,0,0,0,0,0
ENSG00000163577,193,291,237,472,910,472
ENSG00000163584,7714,10573,10159,5780,3462,3918
ENSG00000154310,48,69,72,144,290,235
ENSG00000207963,0,0,0,0,0,0
ENSG00000222506,0,0,0,0,0,0
ENSG00000236686,1,1,1,3,3,2
ENSG00000121858,186,146,104,694,1048,645
ENSG00000224611,0,2,0,0,0,0
ENSG00000075420,583,956,842,4337,7952,5124
ENSG00000237483,0,0,0,2,0,0
ENSG00000243398,0,0,0,0,0,0
ENSG00000267979,0,0,0,0,0,0
ENSG00000203443,0,0,0,0,1,0
ENSG00000144959,505,762,919,2905,2748,2849
ENSG00000269496,0,0,0,0,0,0
ENSG00000264711,0,0,0,0,0,0
ENSG00000231384,0,0,0,0,0,0
ENSG00000252082,0,0,0,0,0,0
ENSG00000114346,1235,4184,3506,4646,3005,3999
ENSG00000200355,0,0,0,0,0,0
ENSG00000201458,0,0,0,0,0,2
ENSG00000227440,3,4,7,34,7,9
ENSG00000213169,2,0,3,14,3,3
ENSG00000169760,132,511,404,0,0,0
ENSG00000237645,0,0,0,0,0,0
ENSG00000228213,0,0,0,0,0,0
ENSG00000232601,0,0,0,0,0,0
ENSG00000252982,2,0,0,0,0,0
ENSG00000177694,587,907,703,16,50,20
ENSG00000253020,0,0,0,0,0,0
ENSG00000230292,0,0,0,0,0,0
ENSG00000264974,0,0,0,0,0,0
ENSG00000199792,0,0,0,0,0,0
ENSG00000201648,0,0,0,0,0,0
ENSG00000214192,0,2,5,5,2,4
ENSG00000271842,0,0,0,0,0,0
ENSG00000201452,0,0,0,0,0,0
ENSG00000225552,0,0,1,0,0,0
ENSG00000230497,2,0,2,0,0,0
ENSG00000226779,3,4,0,0,0,0
ENSG00000236241,12,5,3,0,0,0
ENSG00000273193,44,62,31,0,0,0
ENSG00000228221,0,0,4,0,0,0
ENSG00000252028,0,0,0,0,0,0
ENSG00000236385,0,0,0,0,0,0
ENSG00000200288,0,0,0,0,0,0
ENSG00000228561,0,0,0,0,0,0
ENSG00000172667,666,852,637,1795,1868,1438
ENSG00000223715,0,0,0,0,0,0
ENSG00000232461,0,0,0,0,0,0
ENSG00000252302,0,0,0,0,0,0
ENSG00000228308,0,0,0,0,0,0
ENSG00000231310,0,0,0,0,0,0
ENSG00000177565,5297,8845,6724,6880,6114,5938
ENSG00000201343,0,0,0,0,0,0
ENSG00000200882,0,0,0,0,0,0
ENSG00000231888,2,2,0,0,1,0
ENSG00000223930,31,33,18,0,0,0
ENSG00000197584,0,0,0,0,0,0
ENSG00000223941,0,0,0,0,0,0
ENSG00000252336,0,0,0,0,0,0
ENSG00000271131,0,0,0,0,0,0
ENSG00000237978,0,8,0,0,0,0
ENSG00000121879,204,538,543,1054,1401,1113
ENSG00000201957,0,0,0,0,0,0
ENSG00000272700,0,0,0,0,0,0
ENSG00000171121,48,54,21,20,17,45
ENSG00000121864,892,1253,1349,1080,981,912
ENSG00000171109,1754,2427,2151,2323,2315,2154
ENSG00000242539,174,240,384,407,278,332
ENSG00000114450,557,1053,1210,1427,1194,1316
ENSG00000272699,0,6,6,3,0,8
ENSG00000240429,34,47,50,70,68,55
ENSG00000273190,20,5,9,4,11,14
ENSG00000260743,10,8,9,16,8,2
ENSG00000269728,635,719,891,1180,708,916
ENSG00000058056,908,1711,1388,887,497,656
ENSG00000114757,9,14,10,78,485,91
ENSG00000243799,0,0,0,0,0,0
ENSG00000244302,0,0,0,0,0,0
ENSG00000270178,3,0,3,4,0,0
ENSG00000136518,1417,2719,2542,3409,2234,2528
ENSG00000136522,1459,1780,1779,1901,1362,1371
ENSG00000136521,1787,2087,1975,1937,1746,1423
ENSG00000272910,10,0,12,2,2,5
ENSG00000272660,1,0,1,1,2,1
ENSG00000239096,4,4,4,0,0,0
ENSG00000213165,10,2,9,7,1,1
ENSG00000163728,381,976,815,961,1298,888
ENSG00000145075,37,72,48,96,136,97
ENSG00000243187,0,0,0,0,0,0
ENSG00000242811,0,0,0,0,0,0
ENSG00000242068,0,0,0,0,0,0
ENSG00000241473,0,0,0,0,1,0
ENSG00000239516,0,0,0,0,0,0
ENSG00000114416,2119,3454,3420,5716,4542,3867
ENSG00000213157,0,0,0,1,0,0
ENSG00000228766,5,13,4,21,21,18
ENSG00000240063,2,0,6,0,0,0
ENSG00000242808,0,0,3,7,22,3
ENSG00000242140,0,0,0,1,0,0
ENSG00000237806,0,0,0,0,0,0
ENSG00000241231,0,0,0,0,0,0
ENSG00000235294,0,0,0,0,0,0
ENSG00000239381,0,0,0,0,0,0
ENSG00000181449,0,0,0,296,115,144
ENSG00000266317,0,0,0,0,0,0
ENSG00000199839,0,0,0,0,0,0
ENSG00000205981,850,1251,1138,1022,671,645
ENSG00000206932,3,9,15,7,4,1
ENSG00000058063,1908,3279,2549,2607,5413,2634
ENSG00000270554,2,0,0,0,0,0
ENSG00000273261,4,3,1,5,32,5
ENSG00000043093,1045,1642,1328,1634,1419,1444
ENSG00000244346,0,2,3,0,0,0
ENSG00000240024,54,33,38,109,100,82
ENSG00000201229,0,0,0,0,0,0
ENSG00000251730,0,0,0,0,0,0
ENSG00000253092,3,2,2,3,1,0
ENSG00000199363,1,1,1,1,0,0
ENSG00000172578,3,0,3,5,8,7
ENSG00000242522,0,0,0,0,0,0
ENSG00000114796,443,816,601,132,320,236
ENSG00000078070,3109,3170,2858,633,541,499
ENSG00000078081,0,10,15,61,204,37
ENSG00000053524,9,15,38,34,11,33
ENSG00000176597,15,26,22,3624,3855,3364
ENSG00000202502,0,0,0,2,0,0
ENSG00000243368,20,19,30,11,0,12
ENSG00000216166,0,0,0,0,0,0
ENSG00000233885,44,52,64,61,56,93
ENSG00000163872,1079,2562,1969,2719,2585,2419
ENSG00000180834,46,51,59,90,59,120
ENSG00000175193,1042,1540,1459,2056,1476,1598
ENSG00000234371,1,1,1,3,1,1
ENSG00000263932,0,2,0,0,0,0
ENSG00000223529,4,5,3,17,11,5
ENSG00000238020,0,0,0,0,0,0
ENSG00000186038,0,0,0,0,0,0
ENSG00000114770,1221,1527,1796,1468,2446,1776
ENSG00000223882,0,0,0,0,0,0
ENSG00000187068,19,21,13,0,0,0
ENSG00000272970,0,5,9,0,0,0
ENSG00000273403,0,5,1,0,0,0
ENSG00000272922,0,0,2,0,0,0
ENSG00000229433,0,0,0,0,0,0
ENSG00000156931,508,847,670,957,1552,980
ENSG00000177383,1595,2397,1877,843,541,760
ENSG00000163898,17,21,16,41,12,56
ENSG00000223358,0,0,0,0,0,0
ENSG00000113790,159,440,422,670,562,456
ENSG00000229704,0,1,0,1,1,0
ENSG00000264614,0,0,0,0,0,0
ENSG00000073803,853,1120,1174,852,958,693
ENSG00000239146,0,0,0,0,0,0
ENSG00000163900,652,772,769,1421,999,1194
ENSG00000229638,713,1033,868,1637,1127,1049
ENSG00000073792,5,5,5,5596,7601,4511
ENSG00000163915,0,0,0,13,13,13
ENSG00000265470,0,0,0,0,0,0
ENSG00000163904,967,1401,1460,1366,1206,1081
ENSG00000236489,0,6,3,1,0,2
ENSG00000171658,0,13,7,57,340,107
ENSG00000244405,7,6,3,2005,3312,1714
ENSG00000234197,0,0,0,0,4,5
ENSG00000058866,0,3,0,42,16,43
ENSG00000136527,3620,6057,6597,9560,7426,7575
ENSG00000145192,42,51,42,7,10,6
ENSG00000226652,2,0,0,11,7,7
ENSG00000197099,0,0,0,0,0,0
ENSG00000113889,13,11,0,0,0,0
ENSG00000234548,0,0,0,0,0,0
ENSG00000224406,0,0,0,0,0,0
ENSG00000226859,0,0,0,0,0,0
ENSG00000213139,39,38,45,74,98,72
ENSG00000113838,357,580,682,596,423,410
ENSG00000090520,1300,1838,1597,3977,1982,2946
ENSG00000231982,9,26,12,0,6,0
ENSG00000231724,0,0,4,0,0,5
ENSG00000232233,0,18,11,9,5,3
ENSG00000223803,21,22,21,149,47,53
ENSG00000233565,1,1,0,1,1,0
ENSG00000205955,0,0,0,2,0,0
ENSG00000272721,9,8,11,3,5,4
ENSG00000145191,1744,2386,2443,2510,1849,1875
ENSG00000161202,1774,3396,3320,2374,3420,2738
ENSG00000161203,7185,8611,9040,17594,14734,14213
ENSG00000161204,1999,2660,2617,2108,1803,1645
ENSG00000145198,2,6,4,0,2,0
ENSG00000221120,0,0,0,0,0,0
ENSG00000214160,1830,2215,2019,2555,1645,1918
ENSG00000145194,573,604,575,560,286,438
ENSG00000175166,9314,12309,11505,28284,23456,24313
ENSG00000114867,19043,31965,26237,40314,23164,34352
ENSG00000175182,354,466,349,501,951,458
ENSG00000114859,655,859,772,405,274,383
ENSG00000163882,1552,2165,1835,2599,1677,1887
ENSG00000090534,1,0,0,0,0,0
ENSG00000090539,7,16,7,0,0,3
ENSG00000224153,0,0,0,0,0,0
ENSG00000227509,0,0,0,0,0,0
ENSG00000230215,0,0,0,0,0,0
ENSG00000273181,4,6,9,3,3,0
ENSG00000228205,6,10,7,25,12,10
ENSG00000163888,12,26,15,11,34,11
ENSG00000212158,1,2,2,0,6,1
